Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR6	ERR7	ERR8	ERR9
superkingdom	Main genome;Bacteria;Omnitrophicaeota	Omnitrophicaeota	0	0	0	0	6	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
superkingdom	Main genome;Bacteria;Latescibacteria	Latescibacteria	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Kiritimatiellaeota	Kiritimatiellaeota	0	1	24	5	75	17	1	2	0	20	186	0	0	2	0	0	22	0	56	3	2	2	1	1	2	2	0	4	0	0	0	0	0	79	0	0	1	2	1	9	6	23	0	5	2	4	8	0	2	2
superkingdom	Main genome;Bacteria;Calditrichaeota	Calditrichaeota	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Cloacimonetes	Cloacimonetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Fibrobacteres	Fibrobacteres	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
superkingdom	Main genome;Bacteria;BRC1	BRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;LCP-89	LCP-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;WPS-2	WPS-2	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
superkingdom	Main genome;Eukaryota;SAR	SAR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
superkingdom	Main genome;Archaea;Euryarchaeota	Euryarchaeota	0	943	236	193	235	382	333	1065	555	175	0	0	207	0	0	2	0	0	229	117	1	21	0	181	47	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	4	28	0	0	64	210
superkingdom	Main genome;Archaea;Nanoarchaeaeota	Nanoarchaeaeota	0	0	10	8	6	3	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0
superkingdom	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast)	Cyanobacteria (Chloroplast)	4	3797	2962	2106	3755	4038	2312	1802	2063	2356	100	0	989	43	27	832	421	104	1883	1128	248	3762	445	3001	543	480	9	681	113	660	701	311	77	68	142	21	1659	3183	272	357	795	629	587	986	70	88	389	2310	1149	2620
superkingdom	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion)	Proteobacteria (Mitochondrion)	0	9	15	19	7	19	12	15	16	29	0	0	3	0	0	52	0	0	2	1	0	13	0	2	2	0	0	0	1	0	0	0	6	0	8	0	0	0	0	0	0	0	0	13	2	0	0	0	0	13
kingdom	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria	Gammaproteobacteria	189	1948	2816	2702	2856	3444	2788	2534	2571	3004	1612	254	1178	2295	814	1263	1101	1138	1478	2069	189	2970	1451	2531	1952	6170	1717	501	371	614	1096	897	1822	2003	3616	3501	2264	487	2108	2497	3193	2312	912	1995	423	2786	945	1560	3154	1314
kingdom	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria	Alphaproteobacteria	15	6615	7625	6379	6640	7665	6934	5995	5407	7052	5615	17	3336	9006	5594	2177	8060	2057	2769	7033	1833	6282	3253	7668	10413	5722	154	2310	1246	2507	3466	2983	209	7137	115	32	7949	3579	6324	6576	7194	6997	6115	4133	3104	1541	2583	6023	9083	3168
kingdom	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria	Deltaproteobacteria	0	26	99	30	154	88	22	9	10	76	6	0	2	17	0	0	3	9	108	18	7	10	11	19	52	12	8	18	6	21	60	20	2	12	2	19	104	35	75	442	612	116	19	364	1	8	2	0	22	23
kingdom	Main genome;Bacteria;Tenericutes;Mollicutes	Mollicutes	0	0	0	0	1	0	0	0	0	0	0	0	0	26	339	0	0	0	1	0	0	0	0	2	0	0	0	0	0	28	0	0	0	0	0	0	2	0	5	0	0	2	9	8	0	8	0	0	0	4
kingdom	Main genome;Bacteria;Actinobacteria;Actinobacteria (kingdom)	Actinobacteria (kingdom)	3	40	105	78	114	64	83	27	19	58	2	0	2	3815	1917	35	47	549	90	5	1183	546	716	103	124	0	56	696	4	425	212	366	224	2	189	12	316	620	287	618	650	1196	1220	175	0	0	1202	1627	12	17
kingdom	Main genome;Bacteria;Actinobacteria;Thermoleophilia	Thermoleophilia	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Actinobacteria;Acidimicrobiia	Acidimicrobiia	7	1109	1608	1208	1628	2084	1624	423	243	713	221	0	366	5	1	468	255	629	885	269	19	160	11	208	319	206	119	16	84	4	0	0	49	87	42	23	0	14	0	0	1	3	291	128	311	65	51	1	933	137
kingdom	Main genome;Bacteria;Actinobacteria;Nitriliruptoria	Nitriliruptoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2	0
kingdom	Main genome;Bacteria;Bacteroidetes;Bacteroidia	Bacteroidia	20	3488	4451	3760	3833	3484	3142	5195	4612	4837	666	36	1370	4184	2712	4479	2660	1786	3269	6151	4265	4678	2427	4859	3522	3913	993	2661	1430	1147	862	765	4250	1427	1387	328	1688	2543	1952	3107	3148	3518	5666	5593	375	2880	2666	6246	4027	4766
kingdom	Main genome;Bacteria;Bacteroidetes;Rhodothermia	Rhodothermia	0	3	19	13	37	71	63	0	1	2	60	0	0	11	1	0	92	2	11	0	30	0	48	0	243	5	0	40	0	4	100	44	0	272	0	0	183	33	230	198	262	106	36	4	0	0	95	0	158	0
kingdom	Main genome;Bacteria;Bacteroidetes;Chlorobia	Chlorobia	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Bacteroidetes;Ignavibacteria	Ignavibacteria	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Bacilli	Bacilli	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	4	0	0	6	0	3	0	0	0	1219	21	0	0	0	0	0	0	71	1966	0	0	0	0	0	12	0	0	0	0	4	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Clostridia	Clostridia	82	1	2	0	0	0	0	5	1	3	2	128	0	0	0	3	0	18	0	0	6	2	0	0	0	0	0	4	0	0	0	0	0	1	20	0	0	0	0	0	0	7	2	24	0	4	0	0	0	4
kingdom	Main genome;Bacteria;Firmicutes;Erysipelotrichia	Erysipelotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Negativicutes	Negativicutes	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
kingdom	Main genome;Bacteria;Spirochaetes;Spirochaetia	Spirochaetia	0	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	9	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
kingdom	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria	Oxyphotobacteria	0	486	776	761	242	223	285	1152	842	1024	855	0	74	2	3	2964	2501	345	47	208	2229	73	3898	406	2067	292	60	1043	934	142	586	959	12	719	9	111	1327	126	939	1336	1284	2243	337	53	922	28	3403	22	1341	1248
kingdom	Main genome;Bacteria;Cyanobacteria;Melainabacteria	Melainabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	37	0	0	0	0	52	0	22	32	19	19	0	0	0	2	0	0	0	0
kingdom	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae	Verrucomicrobiae	0	376	811	810	998	790	833	619	819	1180	147	3	122	6	0	3171	409	78	1480	662	242	1488	85	832	365	126	10	61	604	79	89	71	232	271	269	93	229	1279	222	462	515	291	717	2601	9	24	149	2	1239	3582
kingdom	Main genome;Bacteria;Epsilonbacteraeota;Campylobacteria	Campylobacteria	0	4	10	8	7	12	8	0	2	9	0	2	0	4	2	1	0	237	9	2	13	2	0	17	2	9	0	227	0	6	0	0	2	0	3	0	0	8	0	0	4	3	1	161	0	366	2	0	0	2
kingdom	Main genome;Bacteria;Acidobacteria;Acidobacteriia	Acidobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Thermoanaerobaculia	Thermoanaerobaculia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
kingdom	Main genome;Bacteria;Acidobacteria;Blastocatellia (Subgroup 4)	Blastocatellia (Subgroup 4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 6	Subgroup 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Holophagae	Holophagae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 22	Subgroup 22	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;AT-s3-28	AT-s3-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
kingdom	Main genome;Bacteria;Chloroflexi;Chloroflexia	Chloroflexia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chloroflexi;Anaerolineae	Anaerolineae	0	0	3	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chloroflexi;KD4-96	KD4-96	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;Gracilibacteria	Gracilibacteria	0	0	2	4	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	9	0	21	0	0	0	4
kingdom	Main genome;Bacteria;Patescibacteria;Microgenomatia	Microgenomatia	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;WWE3	WWE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;Saccharimonadia	Saccharimonadia	0	1	3	3	8	1	0	6	0	4	0	0	0	4	2	0	2	6	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	0	0	2	2
kingdom	Main genome;Bacteria;Patescibacteria;Parcubacteria	Parcubacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;ABY1	ABY1	0	0	0	2	2	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	2
kingdom	Main genome;Bacteria;Patescibacteria;Kazania	Kazania	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;CPR2	CPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;Planctomycetacia	Planctomycetacia	0	68	183	142	135	82	110	48	33	100	0	0	124	8	2	100	1	7	38	17	57	5	808	4	4	8	5	10	96	2	17	38	5	0	21	30	11	226	15	157	82	172	5	162	1	0	33	0	35	108
kingdom	Main genome;Bacteria;Planctomycetes;Phycisphaerae	Phycisphaerae	0	6	8	1	15	2	2	9	8	11	2	0	0	2	0	3	2	5	8	2	1	0	0	0	13	2	0	5	0	0	0	0	2	1	0	0	0	0	2	3	0	3	2	4	1	4	6	0	11	2
kingdom	Main genome;Bacteria;Planctomycetes;OM190	OM190	0	3	12	8	11	5	11	0	0	14	0	0	0	0	2	1	0	0	10	0	371	0	0	0	101	5	0	265	2	2	0	0	0	0	0	4	0	20	1	0	1	0	0	7	0	2	14	0	4	2
kingdom	Main genome;Bacteria;Planctomycetes;Pla4 lineage	Pla4 lineage	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;BD7-11	BD7-11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;028H05-P-BN-P5	028H05-P-BN-P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom)	Chlamydiae (kingdom)	0	1	2	0	0	4	2	1	2	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;Gemmatimonadetes (kingdom)	Gemmatimonadetes (kingdom)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	BD2-11 terrestrial group	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	PAUC43f marine benthic group	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Lentisphaerae;Lentisphaeria	Lentisphaeria	0	0	0	0	0	5	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
