Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR6	ERR7	ERR8	ERR9
superkingdom	Main genome;Bacteria;Dependentiae	Dependentiae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Armatimonadetes	Armatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	0	3	4	3	2	4	3	0	2	1	7	0	3	0	0	0	1	0	1	1	1	0	1	3	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	2	1	0	3	1
superkingdom	Main genome;Bacteria;Omnitrophicaeota	Omnitrophicaeota	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
superkingdom	Main genome;Bacteria;Latescibacteria	Latescibacteria	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Kiritimatiellaeota	Kiritimatiellaeota	0	1	8	3	13	7	1	1	0	7	2	0	0	1	0	0	1	0	11	2	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	2	0	3	1	2	1	0	1	1
superkingdom	Main genome;Bacteria;Calditrichaeota	Calditrichaeota	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Cloacimonetes	Cloacimonetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;Fibrobacteres	Fibrobacteres	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
superkingdom	Main genome;Bacteria;BRC1	BRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;LCP-89	LCP-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
superkingdom	Main genome;Bacteria;WPS-2	WPS-2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
superkingdom	Main genome;Eukaryota;SAR	SAR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
superkingdom	Main genome;Archaea;Euryarchaeota	Euryarchaeota	0	7	6	6	6	6	6	5	6	5	0	0	9	0	0	2	0	0	4	7	1	3	0	9	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	0	0	7	7
superkingdom	Main genome;Archaea;Nanoarchaeaeota	Nanoarchaeaeota	0	0	2	2	2	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
superkingdom	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast)	Cyanobacteria (Chloroplast)	2	38	45	40	38	37	39	30	32	41	18	0	25	6	5	15	31	14	30	32	12	38	19	36	34	27	2	17	13	15	17	14	4	17	3	4	25	20	22	12	15	16	27	36	20	8	34	18	40	38
superkingdom	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion)	Proteobacteria (Mitochondrion)	0	3	4	3	3	3	4	4	4	5	0	0	1	0	0	3	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4
kingdom	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria	Gammaproteobacteria	14	66	77	59	81	51	47	50	56	74	48	15	35	25	23	34	43	74	71	50	25	60	34	62	47	53	21	30	26	25	30	22	13	26	21	13	37	33	34	34	36	38	39	116	18	100	26	25	50	78
kingdom	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria	Alphaproteobacteria	6	67	61	56	60	48	53	56	58	55	64	3	46	34	29	46	61	35	48	57	51	49	45	58	49	64	21	57	37	27	35	35	19	43	17	10	48	45	41	55	56	57	62	83	28	51	70	24	63	58
kingdom	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria	Deltaproteobacteria	0	10	22	13	28	12	9	5	6	16	3	0	1	9	0	0	2	5	20	7	2	6	2	6	13	6	4	3	2	9	7	6	1	1	1	3	6	7	11	9	7	6	6	19	1	4	2	0	11	10
kingdom	Main genome;Bacteria;Tenericutes;Mollicutes	Mollicutes	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	3	2	0	3	0	0	0	1
kingdom	Main genome;Bacteria;Actinobacteria;Actinobacteria (kingdom)	Actinobacteria (kingdom)	2	5	7	9	7	4	6	2	2	5	1	0	2	6	8	4	7	13	5	3	7	3	7	5	5	0	4	6	2	6	5	6	6	1	3	3	4	7	6	4	1	3	7	5	0	0	10	3	3	3
kingdom	Main genome;Bacteria;Actinobacteria;Thermoleophilia	Thermoleophilia	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Actinobacteria;Acidimicrobiia	Acidimicrobiia	1	7	10	6	12	10	5	3	3	4	5	0	6	2	1	4	2	7	9	6	2	3	2	3	4	5	5	2	4	1	0	0	4	1	3	5	0	2	0	0	1	2	6	5	1	2	4	1	8	5
kingdom	Main genome;Bacteria;Actinobacteria;Nitriliruptoria	Nitriliruptoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
kingdom	Main genome;Bacteria;Bacteroidetes;Bacteroidia	Bacteroidia	9	92	116	105	121	95	88	71	72	95	40	5	65	53	26	75	50	76	114	86	48	90	56	86	76	82	50	35	70	50	31	26	28	29	79	25	37	91	51	29	33	49	88	192	28	97	59	51	81	132
kingdom	Main genome;Bacteria;Bacteroidetes;Rhodothermia	Rhodothermia	0	1	2	2	2	2	3	0	1	1	2	0	0	1	1	0	2	1	2	0	1	0	1	0	2	1	0	1	0	2	1	1	0	2	0	0	1	1	1	1	1	2	2	2	0	0	1	0	1	0
kingdom	Main genome;Bacteria;Bacteroidetes;Chlorobia	Chlorobia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Bacteroidetes;Ignavibacteria	Ignavibacteria	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Bacilli	Bacilli	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	2	0	1	0	0	0	8	5	0	0	0	0	0	0	1	8	0	0	0	0	0	4	0	0	0	0	2	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Clostridia	Clostridia	2	1	1	0	0	0	0	2	1	2	1	3	0	0	0	2	0	8	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	0	0	4	1	5	0	2	0	0	0	2
kingdom	Main genome;Bacteria;Firmicutes;Erysipelotrichia	Erysipelotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
kingdom	Main genome;Bacteria;Firmicutes;Negativicutes	Negativicutes	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
kingdom	Main genome;Bacteria;Spirochaetes;Spirochaetia	Spirochaetia	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
kingdom	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria	Oxyphotobacteria	0	1	1	1	1	1	1	1	1	1	5	0	1	1	1	2	6	4	1	2	5	1	6	2	7	3	7	5	3	6	7	7	1	6	1	8	6	10	6	6	5	4	3	2	4	4	4	1	4	1
kingdom	Main genome;Bacteria;Cyanobacteria;Melainabacteria	Melainabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0
kingdom	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae	Verrucomicrobiae	0	24	29	26	34	22	20	14	17	22	7	1	7	3	0	17	8	4	37	12	6	13	7	12	13	14	3	10	7	10	10	10	8	4	17	5	16	12	17	10	9	14	9	23	3	7	9	1	20	35
kingdom	Main genome;Bacteria;Epsilonbacteraeota;Campylobacteria	Campylobacteria	0	2	4	2	3	2	3	0	1	4	0	1	0	3	2	1	0	4	2	2	3	2	0	7	1	4	0	2	0	3	0	0	1	0	1	0	0	5	0	0	2	1	1	11	0	14	2	0	0	2
kingdom	Main genome;Bacteria;Acidobacteria;Acidobacteriia	Acidobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Thermoanaerobaculia	Thermoanaerobaculia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
kingdom	Main genome;Bacteria;Acidobacteria;Blastocatellia (Subgroup 4)	Blastocatellia (Subgroup 4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 6	Subgroup 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Holophagae	Holophagae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;Subgroup 22	Subgroup 22	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Acidobacteria;AT-s3-28	AT-s3-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
kingdom	Main genome;Bacteria;Chloroflexi;Chloroflexia	Chloroflexia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chloroflexi;Anaerolineae	Anaerolineae	0	0	2	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chloroflexi;KD4-96	KD4-96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;Gracilibacteria	Gracilibacteria	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	7	0	0	0	2
kingdom	Main genome;Bacteria;Patescibacteria;Microgenomatia	Microgenomatia	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;WWE3	WWE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;Saccharimonadia	Saccharimonadia	0	1	2	2	4	1	0	2	0	3	0	0	0	2	1	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	1
kingdom	Main genome;Bacteria;Patescibacteria;Parcubacteria	Parcubacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;ABY1	ABY1	0	0	0	1	1	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
kingdom	Main genome;Bacteria;Patescibacteria;Kazania	Kazania	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Patescibacteria;CPR2	CPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;Planctomycetacia	Planctomycetacia	0	5	14	10	17	10	9	5	3	10	0	0	5	4	1	3	1	2	11	6	5	3	6	2	2	4	3	2	3	1	1	3	2	0	2	11	1	5	1	3	2	7	2	7	1	0	4	0	7	5
kingdom	Main genome;Bacteria;Planctomycetes;Phycisphaerae	Phycisphaerae	0	2	3	1	3	2	1	2	2	2	1	0	0	1	0	1	1	2	3	1	1	0	0	0	1	2	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	2	1	0	1	1
kingdom	Main genome;Bacteria;Planctomycetes;OM190	OM190	0	1	2	1	2	1	2	0	0	2	0	0	0	0	1	1	0	0	4	0	2	0	0	0	3	2	0	2	1	1	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	1	1	0	2	1
kingdom	Main genome;Bacteria;Planctomycetes;Pla4 lineage	Pla4 lineage	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;BD7-11	BD7-11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Planctomycetes;028H05-P-BN-P5	028H05-P-BN-P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom)	Chlamydiae (kingdom)	0	1	1	0	0	2	1	1	1	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;Gemmatimonadetes (kingdom)	Gemmatimonadetes (kingdom)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	BD2-11 terrestrial group	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	PAUC43f marine benthic group	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Lentisphaerae;Lentisphaeria	Lentisphaeria	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
kingdom	Main genome;Bacteria;Lentisphaerae;Oligosphaeria	Oligosphaeria	0	1	2	1	2	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
kingdom	Main genome;Bacteria;Fusobacteria;Fusobacteriia	Fusobacteriia	0	0	1	0	0	0	1	0	1	3	0	0	0	1	0	0	0	1	2	4	1	1	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5	0	0	0	4
kingdom	Main genome;Bacteria;Dependentiae;Babeliae	Babeliae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
